Census Tract,Geographic Area Name,Population,Deaths,Mortality Rate (Deaths/100000)
"48453045300","Census Tract 453, Travis County, Texas",4120,5,121.35922330097087
"48453047000","Census Tract 470, Travis County, Texas",1571,5,318.26861871419482
"48469980000","Census Tract 9800, Victoria County, Texas",0,5,∞
"48479001813","Census Tract 18.13, Webb County, Texas",780,5,641.025641025641
"48479001827","Census Tract 18.27, Webb County, Texas",656,5,762.19512195121945
"48485013300","Census Tract 133, Wichita County, Texas",1278,5,391.23630672926447
"48485013401","Census Tract 134.01, Wichita County, Texas",5071,5,98.599881680141976
"48491020120","Census Tract 201.20, Williamson County, Texas",4994,5,100.1201441730076
"48491020346","Census Tract 203.46, Williamson County, Texas",1360,5,367.64705882352939
"48491020508","Census Tract 205.08, Williamson County, Texas",5655,5,88.417329796640132
"48491020516","Census Tract 205.16, Williamson County, Texas",6548,5,76.359193646915088
"48491020609","Census Tract 206.09, Williamson County, Texas",2297,5,217.67522855899
"48491020811","Census Tract 208.11, Williamson County, Texas",4279,5,116.84973124561813
"48491020815","Census Tract 208.15, Williamson County, Texas",1926,5,259.60539979231572
"48491020819","Census Tract 208.19, Williamson County, Texas",1169,5,427.71599657827204
"48015760201","Census Tract 7602.01, Austin County, Texas",2078,24,1154.9566891241577
"48021950403","Census Tract 9504.03, Bastrop County, Texas",3159,24,759.73409306742644
"48027022503","Census Tract 225.03, Bell County, Texas",5434,24,441.66359955833644
"48027022801","Census Tract 228.01, Bell County, Texas",2653,24,904.63626083678855
"48027023113","Census Tract 231.13, Bell County, Texas",5033,24,476.85277170673561
"48029172003","Census Tract 1720.03, Bexar County, Texas",6416,24,374.06483790523691
"48029180603","Census Tract 1806.03, Bexar County, Texas",2138,24,1122.5444340505144
"48029181005","Census Tract 1810.05, Bexar County, Texas",4251,24,564.57304163726189
"48029181815","Census Tract 1818.15, Bexar County, Texas",2958,24,811.3590263691683
"48029191409","Census Tract 1914.09, Bexar County, Texas",6243,24,384.43056222969727
"48029192200","Census Tract 1922, Bexar County, Texas",3186,24,753.29566854990583
"48039660303","Census Tract 6603.03, Brazoria County, Texas",4243,24,565.63752062220124
"48039660504","Census Tract 6605.04, Brazoria County, Texas",1548,24,1550.3875968992247
"48039661300","Census Tract 6613, Brazoria County, Texas",2495,24,961.92384769539069
"48041000107","Census Tract 1.07, Brazos County, Texas",4467,24,537.27333781061122
"48041000700","Census Tract 7, Brazos County, Texas",2912,24,824.17582417582423
"48041002006","Census Tract 20.06, Brazos County, Texas",1520,24,1578.9473684210527
"48053960802","Census Tract 9608.02, Burnet County, Texas",2508,24,956.93779904306211
"48061012003","Census Tract 120.03, Cameron County, Texas",4122,24,582.24163027656482
"48061013500","Census Tract 135, Cameron County, Texas",1815,24,1322.3140495867767
"48061014102","Census Tract 141.02, Cameron County, Texas",3724,24,644.468313641246
"48085030101","Census Tract 301.01, Collin County, Texas",3595,24,667.59388038942973
"48085030304","Census Tract 303.04, Collin County, Texas",7973,24,301.01592875956351
"48085030519","Census Tract 305.19, Collin County, Texas",8888,24,270.02700270027003
"48085030534","Census Tract 305.34, Collin County, Texas",3173,24,756.38197289631262
"48085031318","Census Tract 313.18, Collin County, Texas",5832,24,411.522633744856
"48085031324","Census Tract 313.24, Collin County, Texas",4567,24,525.50908692796145
"48085031329","Census Tract 313.29, Collin County, Texas",6772,24,354.40047253396335
"48085031424","Census Tract 314.24, Collin County, Texas",2875,24,834.78260869565213
"48085031901","Census Tract 319.01, Collin County, Texas",2817,24,851.9701810436635
"48091310708","Census Tract 3107.08, Comal County, Texas",3332,24,720.28811524609841
"48113004201","Census Tract 42.01, Dallas County, Texas",4501,24,533.21484114641191
"48113006701","Census Tract 67.01, Dallas County, Texas",4196,24,571.9733079122974
"48113006702","Census Tract 67.02, Dallas County, Texas",2605,24,921.30518234165072
"48113009402","Census Tract 94.02, Dallas County, Texas",2660,24,902.25563909774439
"48113009804","Census Tract 98.04, Dallas County, Texas",7233,24,331.81252592285358
"48113014701","Census Tract 147.01, Dallas County, Texas",4669,24,514.02869993574643
"48113015002","Census Tract 150.02, Dallas County, Texas",3054,24,785.85461689587419
"48113015207","Census Tract 152.07, Dallas County, Texas",4022,24,596.71805072103427
"48113016420","Census Tract 164.20, Dallas County, Texas",3168,24,757.57575757575762
"48113016607","Census Tract 166.07, Dallas County, Texas",3643,24,658.79769420807031
"48113017816","Census Tract 178.16, Dallas County, Texas",4289,24,559.570995570063
"48113017820","Census Tract 178.20, Dallas County, Texas",3215,24,746.50077760497675
"48113018130","Census Tract 181.30, Dallas County, Texas",4532,24,529.567519858782
"48113019049","Census Tract 190.49, Dallas County, Texas",4092,24,586.51026392961876
"48113019501","Census Tract 195.01, Dallas County, Texas",7096,24,338.21871476888384
"48121020135","Census Tract 201.35, Denton County, Texas",6385,24,375.8809710258418
"48121020312","Census Tract 203.12, Denton County, Texas",7610,24,315.37450722733246
"48121020508","Census Tract 205.08, Denton County, Texas",2408,24,996.67774086378734
"48121021419","Census Tract 214.19, Denton County, Texas",4699,24,510.74696743988085
"48121021612","Census Tract 216.12, Denton County, Texas",3770,24,636.604774535809
"48121021622","Census Tract 216.22, Denton County, Texas",6092,24,393.95929087327642
"48121021737","Census Tract 217.37, Denton County, Texas",4908,24,488.99755501222495
"48121021900","Census Tract 219, Denton County, Texas",5762,24,416.52204095800067
"48127950400","Census Tract 9504, Dimmit County, Texas",1523,24,1575.8371634931057
"48139060218","Census Tract 602.18, Ellis County, Texas",2768,24,867.05202312138715
"48139061401","Census Tract 614.01, Ellis County, Texas",2354,24,1019.5412064570943
"48141010226","Census Tract 102.26, El Paso County, Texas",4479,24,535.833891493637
"48141010227","Census Tract 102.27, El Paso County, Texas",3899,24,615.542446781226
"48141010323","Census Tract 103.23, El Paso County, Texas",4255,24,564.042303172738
"48141010327","Census Tract 103.27, El Paso County, Texas",3474,24,690.8462867012089
"48141010351","Census Tract 103.51, El Paso County, Texas",3222,24,744.87895716945991
"48141010364","Census Tract 103.64, El Paso County, Texas",2707,24,886.59032138899158
"48149970700","Census Tract 9707, Fayette County, Texas",1905,24,1259.8425196850394
"48157672202","Census Tract 6722.02, Fort Bend County, Texas",2746,24,873.998543335761
"48157673112","Census Tract 6731.12, Fort Bend County, Texas",9225,24,260.16260162601628
"48167721101","Census Tract 7211.01, Galveston County, Texas",2317,24,1035.8221838584377
"48167723505","Census Tract 7235.05, Galveston County, Texas",2789,24,860.52348512011474
"48167725100","Census Tract 7251, Galveston County, Texas",1830,24,1311.4754098360656
"48187210611","Census Tract 2106.11, Guadalupe County, Texas",5241,24,457.92787635947332
"48201222701","Census Tract 2227.01, Harris County, Texas",2360,24,1016.9491525423728
"48201223100","Census Tract 2231, Harris County, Texas",2233,24,1074.7872816838333
"48201240506","Census Tract 2405.06, Harris County, Texas",5074,24,472.9996058336618
"48201250408","Census Tract 2504.08, Harris County, Texas",9128,24,262.92725679228749
"48201250802","Census Tract 2508.02, Harris County, Texas",4453,24,538.96249719290358
"48201252100","Census Tract 2521, Harris County, Texas",3246,24,739.37153419593346
"48201252601","Census Tract 2526.01, Harris County, Texas",4895,24,490.29622063329924
"48201312700","Census Tract 3127, Harris County, Texas",1859,24,1291.0166756320602
"48201312800","Census Tract 3128, Harris County, Texas",5476,24,438.27611395178963
"48201313202","Census Tract 3132.02, Harris County, Texas",2790,24,860.21505376344089
"48201321200","Census Tract 3212, Harris County, Texas",4512,24,531.91489361702122
"48201334001","Census Tract 3340.01, Harris County, Texas",3707,24,647.42379282438628
"48201341203","Census Tract 3412.03, Harris County, Texas",2355,24,1019.108280254777
"48201341302","Census Tract 3413.02, Harris County, Texas",3467,24,692.24113066051348
"48201411600","Census Tract 4116, Harris County, Texas",2933,24,818.27480395499481
"48201420300","Census Tract 4203, Harris County, Texas",3557,24,674.7258926061287
"48201421501","Census Tract 4215.01, Harris County, Texas",3528,24,680.27210884353735
"48201431101","Census Tract 4311.01, Harris County, Texas",4023,24,596.56972408650256
"48201432904","Census Tract 4329.04, Harris County, Texas",3797,24,632.07795628127474
"48201433004","Census Tract 4330.04, Harris County, Texas",3390,24,707.9646017699115
"48201451301","Census Tract 4513.01, Harris County, Texas",4296,24,558.659217877095
"48201451902","Census Tract 4519.02, Harris County, Texas",2517,24,953.51609058402857
"48201453100","Census Tract 4531, Harris County, Texas",4304,24,557.62081784386612
"48201453604","Census Tract 4536.04, Harris County, Texas",4147,24,578.73161321437181
"48201454304","Census Tract 4543.04, Harris County, Texas",4830,24,496.89440993788821
"48201454802","Census Tract 4548.02, Harris County, Texas",4535,24,529.21719955898561
"48201455102","Census Tract 4551.02, Harris County, Texas",3235,24,741.885625965997
"48201521701","Census Tract 5217.01, Harris County, Texas",3620,24,662.98342541436466
"48201530101","Census Tract 5301.01, Harris County, Texas",3938,24,609.44641950228549
"48201533702","Census Tract 5337.02, Harris County, Texas",3351,24,716.20411817367949
"48201541301","Census Tract 5413.01, Harris County, Texas",6610,24,363.0862329803328
"48201550902","Census Tract 5509.02, Harris County, Texas",4211,24,569.935882213251
"48201552501","Census Tract 5525.01, Harris County, Texas",3904,24,614.75409836065569
"48201554404","Census Tract 5544.04, Harris County, Texas",5037,24,476.47409172126271
"48201554406","Census Tract 5544.06, Harris County, Texas",5838,24,411.09969167523127
"48209010702","Census Tract 107.02, Hays County, Texas",3354,24,715.56350626118069
"48209010917","Census Tract 109.17, Hays County, Texas",5689,24,421.8667604148356
"48215020107","Census Tract 201.07, Hidalgo County, Texas",4346,24,552.23193741371369
"48215020733","Census Tract 207.33, Hidalgo County, Texas",2746,24,873.998543335761
"48215020907","Census Tract 209.07, Hidalgo County, Texas",3178,24,755.19194461925736
"48215024107","Census Tract 241.07, Hidalgo County, Texas",4374,24,548.69684499314121
"48223950301","Census Tract 9503.01, Hopkins County, Texas",2778,24,863.93088552915776
"48231960100","Census Tract 9601, Hunt County, Texas",3130,24,766.77316293929709
"48245001900","Census Tract 19, Jefferson County, Texas",2590,24,926.64092664092664
"48289950201","Census Tract 9502.01, Leon County, Texas",1646,24,1458.0801944106925
"48303002206","Census Tract 22.06, Lubbock County, Texas",3680,24,652.17391304347825
"48319950200","Census Tract 9502, Mason County, Texas",1784,24,1345.291479820628
"48325000801","Census Tract 8.01, Medina County, Texas",2755,24,871.14337568058079
"48329010118","Census Tract 101.18, Midland County, Texas",3268,24,734.39412484700119
"48339690205","Census Tract 6902.05, Montgomery County, Texas",3336,24,719.42446043165467
"48339690604","Census Tract 6906.04, Montgomery County, Texas",8692,24,276.11596870685685
"48339690900","Census Tract 6909, Montgomery County, Texas",4287,24,559.8320503848845
"48339691402","Census Tract 6914.02, Montgomery County, Texas",4236,24,566.57223796034
"48339692601","Census Tract 6926.01, Montgomery County, Texas",4572,24,524.93438320209975
"48339693104","Census Tract 6931.04, Montgomery County, Texas",2304,24,1041.6666666666665
"48355001802","Census Tract 18.02, Nueces County, Texas",2197,24,1092.3987255348202
"48355005406","Census Tract 54.06, Nueces County, Texas",4585,24,523.4460196292257
"48355006300","Census Tract 63, Nueces County, Texas",2654,24,904.29540316503392
"48361021000","Census Tract 210, Orange County, Texas",2215,24,1083.5214446952596
"48367140712","Census Tract 1407.12, Parker County, Texas",2527,24,949.74277799762569
"48371950100","Census Tract 9501, Pecos County, Texas",2093,24,1146.6794075489729
"48397040403","Census Tract 404.03, Rockwall County, Texas",2681,24,895.18836255128679
"48399950100","Census Tract 9501, Runnels County, Texas",1320,24,1818.181818181818
"48421950200","Census Tract 9502, Sherman County, Texas",2782,24,862.68871315600279
"48423000400","Census Tract 4, Smith County, Texas",2335,24,1027.8372591006423
"48423001300","Census Tract 13, Smith County, Texas",2377,24,1009.6760622633572
"48423001608","Census Tract 16.08, Smith County, Texas",2708,24,886.26292466765142
"48439101201","Census Tract 1012.01, Tarrant County, Texas",2021,24,1187.5309252845125
"48439101402","Census Tract 1014.02, Tarrant County, Texas",3874,24,619.514713474445
"48439105407","Census Tract 1054.07, Tarrant County, Texas",2552,24,940.43887147335431
"48439111562","Census Tract 1115.62, Tarrant County, Texas",5194,24,462.07162110127069
"48439113638","Census Tract 1136.38, Tarrant County, Texas",1823,24,1316.5112452002195
"48439113918","Census Tract 1139.18, Tarrant County, Texas",5115,24,469.208211143695
"48439113935","Census Tract 1139.35, Tarrant County, Texas",3920,24,612.24489795918362
"48439113940","Census Tract 1139.40, Tarrant County, Texas",7765,24,309.079201545396
"48439114112","Census Tract 1141.12, Tarrant County, Texas",5902,24,406.64181633344629
"48439122002","Census Tract 1220.02, Tarrant County, Texas",4479,24,535.833891493637
"48441013200","Census Tract 132, Taylor County, Texas",1962,24,1223.2415902140674
"48449950100","Census Tract 9501, Titus County, Texas",2106,24,1139.6011396011397
"48453001505","Census Tract 15.05, Travis County, Texas",4843,24,495.56060293206684
"48453002002","Census Tract 20.02, Travis County, Texas",2975,24,806.72268907563023
"48453002222","Census Tract 22.22, Travis County, Texas",4214,24,569.53013763644992
"48453002446","Census Tract 24.46, Travis County, Texas",1453,24,1651.7549896765315
"48453030700","Census Tract 307, Travis County, Texas",3979,24,603.1666247800955
"48453040100","Census Tract 401, Travis County, Texas",4302,24,557.88005578800551
"48453041700","Census Tract 417, Travis County, Texas",2158,24,1112.1408711770157
"48453046500","Census Tract 465, Travis County, Texas",3407,24,704.43205165835047
"48453046900","Census Tract 469, Travis County, Texas",9175,24,261.58038147138967
"48461950200","Census Tract 9502, Upton County, Texas",2219,24,1081.568273997296
"48467950802","Census Tract 9508.02, Van Zandt County, Texas",1536,24,1562.5
"48481740700","Census Tract 7407, Wharton County, Texas",1824,24,1315.7894736842104
"48485011400","Census Tract 114, Wichita County, Texas",2321,24,1034.0370529943989
"48491020336","Census Tract 203.36, Williamson County, Texas",4905,24,489.29663608562686
"48491020411","Census Tract 204.11, Williamson County, Texas",6115,24,392.47751430907607
